종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"069960","현대백화점","KOSPI","유통업","54000","300","0.56","1263731814000"
"004560","현대비앤지스틸","KOSPI","철강금속","11500","-50","-0.43","173406326500"
"004565","현대비앤지스틸우","KOSPI","철강금속","58600","0","0.00","6437327200"
"004310","현대약품","KOSPI","의약품","4670","-550","-10.54","149440000000"
"322000","현대에너지솔루션","KOSPI","전기전자","60000","800","1.35","672000000000"
"017800","현대엘리베이","KOSPI","기계","22800","650","2.93","930586354800"
"307950","현대오토에버","KOSPI","서비스업","112000","4000","3.70","3071485984000"
"011210","현대위아","KOSPI","운수장비","58200","-100","-0.17","1582753830600"
"267260","현대일렉트릭","KOSPI","전기전자","33100","1000","3.12","1193160168500"
"004020","현대제철","KOSPI","철강금속","30450","350","1.16","4063424153250"
"329180","현대중공업","KOSPI","운수장비","121500","5000","4.29","10785933594000"
"005380","현대차","KOSPI","운수장비","168000","0","0.00","35896255416000"
"005387","현대차2우B","KOSPI","운수장비","80000","600","0.76","2918836080000"
"005389","현대차3우B","KOSPI","운수장비","76700","0","0.00","186283974500"
"005385","현대차우","KOSPI","운수장비","78800","-100","-0.13","1919306778000"
"001500","현대차증권","KOSPI","증권","9640","10","0.10","305709097680"
"011760","현대코퍼레이션","KOSPI","유통업","15650","50","0.32","207033317900"
"227840","현대코퍼레이션홀딩스","KOSPI","유통업","9930","-120","-1.19","90371301480"
"126560","현대퓨처넷","KOSPI","통신업","2490","0","0.00","274405333050"
"001450","현대해상","KOSPI","보험","29800","0","0.00","2664120000000"
"057050","현대홈쇼핑","KOSPI","유통업","45500","0","0.00","546000000000"
"093240","형지엘리트","KOSPI","섬유의복","1360","5","0.37","42370525280"
"003010","혜인","KOSPI","유통업","5750","110","1.95","73098295250"
"111110","호전실업","KOSPI","섬유의복","7030","-20","-0.28","68542387520"
"008770","호텔신라","KOSPI","유통업","74100","1100","1.51","2908285766100"
"008775","호텔신라우","KOSPI","유통업","55100","300","0.55","41428532900"
"002460","화성산업","KOSPI","건설업","11450","250","2.23","116217500000"
"378850","화승알앤에이","KOSPI","운수장비","3675","-80","-2.13","69801564525"
"241590","화승엔터프라이즈","KOSPI","기타제조업","10250","-100","-0.97","621040079000"
"006060","화승인더","KOSPI","화학","4040","-45","-1.10","223492800000"
"013520","화승코퍼레이션","KOSPI","운수장비","1305","-15","-1.14","65316883860"
"010690","화신","KOSPI","운수장비","7640","-60","-0.78","266791932400"
"133820","화인베스틸","KOSPI","철강금속","2175","10","0.46","64775721675"
"010660","화천기계","KOSPI","기계","6020","-1000","-14.25","132440000000"
"000850","화천기공","KOSPI","기계","30100","200","0.67","66220000000"
"016580","환인제약","KOSPI","의약품","17050","0","0.00","317131193500"
"032560","황금에스티","KOSPI","철강금속","6990","20","0.29","118830000000"
"004800","효성","KOSPI","기타금융","72600","600","0.83","1529756415000"
"094280","효성ITX","KOSPI","서비스업","13450","-100","-0.74","155457790000"
"298040","효성중공업","KOSPI","전기전자","57300","-500","-0.87","534296600400"
"298050","효성첨단소재","KOSPI","화학","325000","18500","6.04","1455983100000"
"298020","효성티앤씨","KOSPI","화학","285500","16000","5.94","1235553211000"
"298000","효성화학","KOSPI","화학","117500","1000","0.86","374839805000"
"093370","후성","KOSPI","화학","12000","0","0.00","1111281828000"
"081660","휠라홀딩스","KOSPI","유통업","30150","800","2.73","1831679493300"
"005870","휴니드","KOSPI","전기전자","6250","-650","-9.42","88225093750"
"079980","휴비스","KOSPI","화학","5000","35","0.70","172500000000"
"005010","휴스틸","KOSPI","철강금속","5850","150","2.63","229250238750"
"000540","흥국화재","KOSPI","보험","2945","-65","-2.16","189194589525"
"000547","흥국화재2우B","KOSPI","보험","21000","-2500","-10.64","3225600000"
"000545","흥국화재우","KOSPI","보험","6290","-230","-3.53","4830720000"
"003280","흥아해운","KOSPI","운수창고업","1835","420","29.68","441179689665"
